,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist_name
3122,Glory : Japan Tour Edition,18,69oF3Fr0A1BNTGY8oYZOC5,Mood Ring,spotify:track:69oF3Fr0A1BNTGY8oYZOC5,0.208,0.52,0.45,0.0,0.188,-9.128,0.068,104.799,0.313,12,Britney Spears
3123,Glory : Japan Tour Edition,1,0MLZEyLFMbsk033Lqati9F,Work B**ch,spotify:track:0MLZEyLFMbsk033Lqati9F,0.155,0.629,0.824,0.000628,0.0651,-6.53,0.159,128.01,0.852,17,Britney Spears
3124,Glory : Japan Tour Edition,2,3s0C4p4iso1oCBMoIPNpze,Womanizer - Remastered,spotify:track:3s0C4p4iso1oCBMoIPNpze,0.0671,0.716,0.69,0.0,0.131,-5.239,0.0713,139.007,0.233,8,Britney Spears
3125,Glory : Japan Tour Edition,3,61Uu401cJZ10tvcmDBhbnX,Piece of Me - Remastered,spotify:track:61Uu401cJZ10tvcmDBhbnX,0.0998,0.764,0.644,0.0,0.0986,-5.046,0.253,114.961,0.775,6,Britney Spears
3126,Glory : Japan Tour Edition,4,5m86s0QWwFs696rnpdgAOB,Me Against the Music - Dragon Man Mix,spotify:track:5m86s0QWwFs696rnpdgAOB,0.12,0.543,0.902,0.0,0.321,-6.82,0.398,143.034,0.644,7,Britney Spears
3127,Glory : Japan Tour Edition,5,35KffpPZWszHsCCSczDip5,Gimme More - Remastered,spotify:track:35KffpPZWszHsCCSczDip5,0.274,0.794,0.84,0.00545,0.0578,-3.426,0.0324,113.317,0.433,8,Britney Spears
3128,Glory : Japan Tour Edition,6,4vPyQ7jv4vxgeu3bD7kgHu,Everytime - Remastered,spotify:track:4vPyQ7jv4vxgeu3bD7kgHu,0.972,0.564,0.271,3.45e-05,0.121,-13.369,0.0311,109.565,0.113,9,Britney Spears
3129,Glory : Japan Tour Edition,7,3OhKBya9hv1PufHL0QBceV,...Baby One More Time - Remastered,spotify:track:3OhKBya9hv1PufHL0QBceV,0.187,0.755,0.774,0.000129,0.553,-4.114,0.0331,92.976,0.904,11,Britney Spears
3130,Glory : Japan Tour Edition,8,0U4Y2eJjZMXdwhyY4GLcQo,Oops!...I Did It Again - Remastered,spotify:track:0U4Y2eJjZMXdwhyY4GLcQo,0.294,0.768,0.816,0.000106,0.262,-5.547,0.0461,95.077,0.881,9,Britney Spears
3131,Glory : Japan Tour Edition,9,2m0nQOCVxvVkHO453sn8TF,Boys - 2009 Remaster,spotify:track:2m0nQOCVxvVkHO453sn8TF,0.0807,0.888,0.745,0.000737,0.036,-2.336,0.0629,107.017,0.833,4,Britney Spears
3132,Glory : Japan Tour Edition,11,7f2MN7OeTOkSlrrpyT5FrQ,I'm a Slave 4 U - Remastered,spotify:track:7f2MN7OeTOkSlrrpyT5FrQ,0.481,0.845,0.814,0.000103,0.0641,-3.772,0.0942,109.991,0.965,6,Britney Spears
3133,Glory : Japan Tour Edition,13,5hwGMBQ4dL1k8ybCGuZVuu,Do Somethin',spotify:track:5hwGMBQ4dL1k8ybCGuZVuu,0.0296,0.837,0.939,3.38e-05,0.346,-3.289,0.0654,129.965,0.963,17,Britney Spears
3134,Glory : Japan Tour Edition,14,3v7OIbEBugGa9Cq7wDmxAH,Circus - Remastered,spotify:track:3v7OIbEBugGa9Cq7wDmxAH,0.133,0.791,0.733,0.000222,0.0886,-5.245,0.0505,114.967,0.706,8,Britney Spears
3135,Glory : Japan Tour Edition,18,4Occ9qCWN6wzgHZP79soIP,Toxic - Remastered,spotify:track:4Occ9qCWN6wzgHZP79soIP,0.0443,0.788,0.864,0.108,0.231,-3.343,0.141,143.008,0.911,12,Britney Spears
3136,Glory : Japan Tour Edition,19,3kbVRlQPghJ1yYbNgFBD2g,Stronger - Remastered,spotify:track:3kbVRlQPghJ1yYbNgFBD2g,0.174,0.706,0.954,0.0142,0.623,-2.875,0.0604,108.039,0.842,5,Britney Spears
3137,Glory (Deluxe Version),2,0nUGa8WQpQqg2vzJUprEo5,Make Me... (feat. G-Eazy),spotify:track:0nUGa8WQpQqg2vzJUprEo5,0.146,0.701,0.7,0.0,0.206,-6.672,0.0925,122.984,0.592,61,Britney Spears
3138,Glory (Deluxe Version),3,1Pk4BGCEwlTKgDhKNZUbRg,Private Show,spotify:track:1Pk4BGCEwlTKgDhKNZUbRg,0.221,0.753,0.456,0.0,0.449,-5.892,0.0419,112.519,0.523,41,Britney Spears
3139,Glory (Deluxe Version),4,1Jp3egueDGwbrgylNPws6F,Man On The Moon,spotify:track:1Jp3egueDGwbrgylNPws6F,0.0311,0.711,0.668,9.51e-06,0.101,-5.962,0.0385,110.026,0.318,43,Britney Spears
3140,Glory (Deluxe Version),5,6yyZu4GqZ4u1WUY9EHy6Wj,Just Luv Me,spotify:track:6yyZu4GqZ4u1WUY9EHy6Wj,0.158,0.616,0.492,0.0071,0.139,-9.79,0.0609,91.997,0.361,44,Britney Spears
3141,Glory (Deluxe Version),6,3ZLnlVXe06mavQFjD4PBR3,Clumsy,spotify:track:3ZLnlVXe06mavQFjD4PBR3,0.0578,0.774,0.473,0.0,0.0888,-7.07,0.131,103.884,0.362,41,Britney Spears
3142,Glory (Deluxe Version),7,29MOQfRQS4b7ptGsbbSRVi,Do You Wanna Come Over?,spotify:track:29MOQfRQS4b7ptGsbbSRVi,0.00618,0.751,0.696,0.00258,0.107,-6.027,0.0657,121.0,0.446,52,Britney Spears
3143,Glory (Deluxe Version),8,2i9q8CteBmpslOJeQdMGqA,Slumber Party feat. Tinashe,spotify:track:2i9q8CteBmpslOJeQdMGqA,0.322,0.752,0.784,0.0,0.11,-4.941,0.0754,135.039,0.464,61,Britney Spears
3144,Glory (Deluxe Version),9,2UalvsKqlhHShfzYTV2LkT,Just Like Me,spotify:track:2UalvsKqlhHShfzYTV2LkT,0.0734,0.751,0.591,1.82e-05,0.108,-7.091,0.0451,101.942,0.563,42,Britney Spears
3145,Glory (Deluxe Version),10,2E8MXBzwmLJPXzhqoziRRe,Love Me Down,spotify:track:2E8MXBzwmLJPXzhqoziRRe,0.00592,0.657,0.645,0.000199,0.236,-6.52,0.0603,91.988,0.658,41,Britney Spears
3146,Glory (Deluxe Version),11,3e1UBmb9i92xeCjwukljSc,Hard To Forget Ya,spotify:track:3e1UBmb9i92xeCjwukljSc,0.0168,0.672,0.743,0.0,0.0443,-6.073,0.0909,114.994,0.36,37,Britney Spears
3147,Glory (Deluxe Version),12,3edcgP9BqXAwdyhblIiASA,What You Need,spotify:track:3edcgP9BqXAwdyhblIiASA,0.458,0.698,0.709,0.0,0.0967,-5.055,0.253,153.776,0.859,37,Britney Spears
3148,Glory (Deluxe Version),13,31fsj6wSyLkOGVWDsJAsAF,Better,spotify:track:31fsj6wSyLkOGVWDsJAsAF,0.0189,0.657,0.824,0.00108,0.0859,-3.155,0.0347,96.996,0.76,39,Britney Spears
3149,Glory (Deluxe Version),14,1SEzEo04ivkvN8x6rppuwD,Change Your Mind (No Seas Cortes),spotify:track:1SEzEo04ivkvN8x6rppuwD,0.13,0.757,0.69,0.0,0.108,-7.923,0.162,117.937,0.652,47,Britney Spears
3150,Glory (Deluxe Version),15,5hj8bVmhltSOVIXY9HNFi8,Liar,spotify:track:5hj8bVmhltSOVIXY9HNFi8,0.00705,0.59,0.776,1.69e-05,0.414,-5.272,0.0705,159.946,0.81,43,Britney Spears
3151,Glory (Deluxe Version),16,7AzuAVNOs7yg0BozFJF09p,If I'm Dancing,spotify:track:7AzuAVNOs7yg0BozFJF09p,0.0593,0.807,0.859,0.00127,0.0277,-5.526,0.0633,124.011,0.707,40,Britney Spears
3152,Glory (Deluxe Version),17,4j5YzAphVCaOIgEWsenWlx,Coupure Électrique,spotify:track:4j5YzAphVCaOIgEWsenWlx,0.689,0.771,0.463,0.00487,0.195,-8.932,0.0425,110.035,0.492,37,Britney Spears
3153,Britney Jean (Deluxe Version),1,3eBxSM7L8AL5wcYd1t4NC0,Alien,spotify:track:3eBxSM7L8AL5wcYd1t4NC0,0.262,0.611,0.732,0.00352,0.266,-6.078,0.0314,111.984,0.375,44,Britney Spears
3154,Britney Jean (Deluxe Version),2,3KliPMvk1EvFZu9cvkj8p1,Work Bitch,spotify:track:3KliPMvk1EvFZu9cvkj8p1,0.155,0.629,0.824,0.000628,0.0651,-6.53,0.159,128.01,0.852,75,Britney Spears
3155,Britney Jean (Deluxe Version),3,0DOgMeHlNponAEqczZoxX0,Perfume,spotify:track:0DOgMeHlNponAEqczZoxX0,0.452,0.39,0.557,0.0,0.125,-6.344,0.0521,79.34,0.317,56,Britney Spears
3156,Britney Jean (Deluxe Version),4,6M3ldm7rniOAMGamL68cog,It Should Be Easy (feat. will.i.am),spotify:track:6M3ldm7rniOAMGamL68cog,0.246,0.706,0.56,0.0,0.0807,-5.482,0.0777,129.851,0.539,42,Britney Spears
3157,Britney Jean (Deluxe Version),5,4mWmOPT9SIWWSJxc4qT7If,Tik Tik Boom (feat. T.I.),spotify:track:4mWmOPT9SIWWSJxc4qT7If,0.238,0.751,0.767,0.0,0.562,-6.477,0.0639,134.851,0.56,41,Britney Spears
3158,Britney Jean (Deluxe Version),6,45MpoG2B3CEHoZa8OhrAw2,Body Ache,spotify:track:45MpoG2B3CEHoZa8OhrAw2,0.128,0.696,0.587,2.17e-05,0.106,-6.992,0.059,128.003,0.581,40,Britney Spears
3159,Britney Jean (Deluxe Version),7,6I9livBOOwAOV5YcVa9Npk,Til It's Gone,spotify:track:6I9livBOOwAOV5YcVa9Npk,0.0187,0.587,0.693,0.0,0.165,-5.348,0.0614,127.991,0.396,41,Britney Spears
3160,Britney Jean (Deluxe Version),8,3ZmxqcNIPVDOLVgyjQW4Lb,Passenger,spotify:track:3ZmxqcNIPVDOLVgyjQW4Lb,0.127,0.478,0.856,0.0,0.158,-4.274,0.101,89.863,0.339,39,Britney Spears
3161,Britney Jean (Deluxe Version),9,5zNkxQzn7HNUyYTSUnw577,Chillin' With You (feat. Jamie Lynn),spotify:track:5zNkxQzn7HNUyYTSUnw577,0.209,0.75,0.752,9.14e-05,0.131,-5.776,0.0399,140.001,0.527,46,Britney Spears
3162,Britney Jean (Deluxe Version),10,7z7CFkyOOAggoMDoSQgZvA,Don't Cry,spotify:track:7z7CFkyOOAggoMDoSQgZvA,0.34,0.678,0.515,0.0,0.641,-6.313,0.0326,139.931,0.513,37,Britney Spears
3163,Britney Jean (Deluxe Version),11,7MXf5oS9bilbC70ii9YWbf,Brightest Morning Star,spotify:track:7MXf5oS9bilbC70ii9YWbf,0.56,0.457,0.613,0.0,0.0927,-5.741,0.056,159.876,0.317,37,Britney Spears
3164,Britney Jean (Deluxe Version),12,2IgAZXJy3eXiJh393yu0b3,Hold On Tight,spotify:track:2IgAZXJy3eXiJh393yu0b3,0.0581,0.521,0.512,0.0,0.0972,-6.169,0.0279,127.963,0.125,36,Britney Spears
3165,Britney Jean (Deluxe Version),13,4Rl494Qkp0qaVltXd4sMYX,Now That I Found You,spotify:track:4Rl494Qkp0qaVltXd4sMYX,0.083,0.526,0.731,0.000787,0.0557,-4.901,0.0459,128.04,0.491,37,Britney Spears
3166,Britney Jean (Deluxe Version),14,69l9iqeW1B9fjqsqM0i9LH,Perfume (The Dreaming Mix),spotify:track:69l9iqeW1B9fjqsqM0i9LH,0.568,0.446,0.708,1.72e-06,0.311,-4.367,0.0627,159.858,0.496,35,Britney Spears
3167,Britney Jean (Deluxe Version),2,6GrBeqGSR4vAB8Gj5UAWx2,Work Work,spotify:track:6GrBeqGSR4vAB8Gj5UAWx2,0.137,0.642,0.812,0.00154,0.0676,-6.551,0.169,128.006,0.828,2,Britney Spears
3168,Femme Fatale (Deluxe Version),1,38iU2jg98IZZEIJPrP7aWD,Till the World Ends,spotify:track:38iU2jg98IZZEIJPrP7aWD,0.0228,0.693,0.705,0.0,0.202,-5.747,0.0665,131.951,0.45,70,Britney Spears
3169,Femme Fatale (Deluxe Version),2,7Dyq1bhhjknLKEGg4k5NLr,Hold It Against Me,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,0.0103,0.648,0.722,0.0,0.24,-4.813,0.0427,132.973,0.389,63,Britney Spears
3170,Femme Fatale (Deluxe Version),3,1MXmaCZEtfPrCbtYjJIbzl,Inside Out,spotify:track:1MXmaCZEtfPrCbtYjJIbzl,0.226,0.627,0.713,0.0,0.107,-5.656,0.0612,119.929,0.53,47,Britney Spears
3171,Femme Fatale (Deluxe Version),4,5cCAZS9VhLGEDV4NCfieeg,I Wanna Go,spotify:track:5cCAZS9VhLGEDV4NCfieeg,0.00379,0.696,0.546,3.8e-06,0.332,-6.55,0.0414,130.002,0.787,70,Britney Spears
3172,Femme Fatale (Deluxe Version),5,38casNXY2G39SZRUjALtcY,How I Roll,spotify:track:38casNXY2G39SZRUjALtcY,0.0753,0.818,0.71,0.0239,0.0581,-5.716,0.0472,145.97,0.791,44,Britney Spears
3173,Femme Fatale (Deluxe Version),6,5Zvzva2gweeEU46XEeeFSa,(Drop Dead) Beautiful (feat. Sabi),spotify:track:5Zvzva2gweeEU46XEeeFSa,0.0414,0.772,0.768,0.0,0.0903,-4.52,0.0741,119.959,0.713,49,Britney Spears
3174,Femme Fatale (Deluxe Version),7,1gilYs9AY8a75q275GTkiY,Seal It with a Kiss,spotify:track:1gilYs9AY8a75q275GTkiY,0.175,0.644,0.734,0.0,0.0484,-5.234,0.0554,124.988,0.56,42,Britney Spears
3175,Femme Fatale (Deluxe Version),8,0IH4zvPl1szWeMwzPR0QhD,Big Fat Bass (feat. will.i.am),spotify:track:0IH4zvPl1szWeMwzPR0QhD,0.0295,0.777,0.71,0.0,0.192,-4.717,0.0919,129.945,0.673,44,Britney Spears
3176,Femme Fatale (Deluxe Version),9,6fbb7VBPUjqicVq9XG7s3i,Trouble for Me,spotify:track:6fbb7VBPUjqicVq9XG7s3i,0.00613,0.731,0.674,0.0,0.369,-5.599,0.0452,125.938,0.305,43,Britney Spears
3177,Femme Fatale (Deluxe Version),10,2qbhijQG7phGVHkPt22fTP,Trip to Your Heart,spotify:track:2qbhijQG7phGVHkPt22fTP,0.0621,0.679,0.813,0.0,0.272,-5.237,0.295,125.033,0.642,42,Britney Spears
3178,Femme Fatale (Deluxe Version),11,5AcTuYSmbmcZA8kiLE4bAR,Gasoline,spotify:track:5AcTuYSmbmcZA8kiLE4bAR,0.178,0.757,0.733,4.47e-06,0.101,-4.722,0.0511,119.984,0.552,45,Britney Spears
3179,Femme Fatale (Deluxe Version),12,6T689Jvh5KrSXyaPtUWZtQ,Criminal,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,0.0485,0.696,0.734,0.0,0.183,-5.294,0.0298,107.987,0.711,76,Britney Spears
3180,Femme Fatale (Deluxe Version),13,30pIRfkIrvI88LaXReJ6HJ,Up N' Down,spotify:track:30pIRfkIrvI88LaXReJ6HJ,0.085,0.856,0.743,0.0,0.0739,-4.71,0.054,120.006,0.833,47,Britney Spears
3181,Femme Fatale (Deluxe Version),14,6I0qecpzVh73WBMty1Ln02,He About To Lose Me,spotify:track:6I0qecpzVh73WBMty1Ln02,0.122,0.729,0.797,0.00117,0.155,-4.77,0.0278,110.005,0.722,45,Britney Spears
3182,Femme Fatale (Deluxe Version),15,2w3PyJC61SAVM7KR6tyDwF,Selfish,spotify:track:2w3PyJC61SAVM7KR6tyDwF,0.0114,0.722,0.622,1.64e-06,0.0664,-5.426,0.0321,122.038,0.787,43,Britney Spears
3183,Femme Fatale (Deluxe Version),16,37nrVLa3bsKIc9c2NChf0h,Don't Keep Me Waiting,spotify:track:37nrVLa3bsKIc9c2NChf0h,0.000255,0.651,0.964,0.00678,0.23,-4.446,0.0507,124.994,0.783,38,Britney Spears
3184,Circus (Deluxe Version),1,4fixebDZAVToLbUCuEloa2,Womanizer,spotify:track:4fixebDZAVToLbUCuEloa2,0.073,0.724,0.695,0.0,0.0889,-5.226,0.0622,139.0,0.235,81,Britney Spears
3185,Circus (Deluxe Version),2,7jk7gqyEonmVVYahZN5zhW,Circus,spotify:track:7jk7gqyEonmVVYahZN5zhW,0.147,0.791,0.733,0.000381,0.0713,-5.215,0.052,114.98,0.761,79,Britney Spears
3186,Circus (Deluxe Version),3,4vygSZytjx3cETrlbKgNoL,Out from Under,spotify:track:4vygSZytjx3cETrlbKgNoL,0.379,0.543,0.46,0.0,0.112,-10.463,0.0352,139.918,0.384,48,Britney Spears
3187,Circus (Deluxe Version),4,263w5yLLnexUUOMc5Py9m5,Kill the Lights,spotify:track:263w5yLLnexUUOMc5Py9m5,0.00887,0.741,0.622,0.000501,0.15,-5.878,0.0404,122.013,0.625,51,Britney Spears
3188,Circus (Deluxe Version),5,3sJx8qerYrs92oqVAa9S0Z,Shattered Glass,spotify:track:3sJx8qerYrs92oqVAa9S0Z,0.0483,0.831,0.489,1.33e-05,0.074,-6.475,0.0533,120.054,0.376,49,Britney Spears
3189,Circus (Deluxe Version),6,2hdy9Wt9qp7M7d0U3ossu2,If U Seek Amy,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,0.0192,0.717,0.587,0.0,0.0523,-7.296,0.0339,129.954,0.544,74,Britney Spears
3190,Circus (Deluxe Version),7,5yFDS6dDzjjmGFVaYcwPAB,Unusual You,spotify:track:5yFDS6dDzjjmGFVaYcwPAB,0.205,0.629,0.726,0.00506,0.103,-9.679,0.103,123.974,0.473,49,Britney Spears
3191,Circus (Deluxe Version),8,0Y7exe8Yu2nbuIvGDRGXcz,Blur,spotify:track:0Y7exe8Yu2nbuIvGDRGXcz,0.0155,0.601,0.717,0.000164,0.114,-5.458,0.0259,138.042,0.658,50,Britney Spears
3192,Circus (Deluxe Version),9,3m8sxh3LPR5crLvL7QvCgp,Mmm Papi,spotify:track:3m8sxh3LPR5crLvL7QvCgp,0.0658,0.679,0.795,1.21e-06,0.0601,-6.5,0.0669,80.009,0.924,44,Britney Spears
3193,Circus (Deluxe Version),10,3buxlp1m5TLONPem13GSpt,Mannequin,spotify:track:3buxlp1m5TLONPem13GSpt,0.0014,0.643,0.884,3.07e-05,0.122,-6.934,0.0511,129.998,0.627,45,Britney Spears
3194,Circus (Deluxe Version),11,77mOEEC4yLh8U7zCa0lInh,Lace and Leather,spotify:track:77mOEEC4yLh8U7zCa0lInh,0.0074,0.863,0.586,0.000646,0.103,-6.512,0.0617,111.968,0.823,46,Britney Spears
3195,Circus (Deluxe Version),12,5gkgwVSPu1NvkRwPDWb8aq,My Baby,spotify:track:5gkgwVSPu1NvkRwPDWb8aq,0.84,0.601,0.154,0.00102,0.101,-15.975,0.0299,99.973,0.159,40,Britney Spears
3196,Circus (Deluxe Version),14,4aWoFKRRXxVQUGZquHPS2o,Rock Me In,spotify:track:4aWoFKRRXxVQUGZquHPS2o,0.0122,0.584,0.952,1.15e-06,0.11,-6.514,0.0886,154.964,0.594,42,Britney Spears
3197,Circus (Deluxe Version),15,4hGlPn5GCI4jrueRPrqNvA,Phonography,spotify:track:4hGlPn5GCI4jrueRPrqNvA,0.0311,0.883,0.783,0.00169,0.125,-9.561,0.096,111.997,0.503,46,Britney Spears
3198,Blackout,1,6ic8OlLUNEATToEFU3xmaH,Gimme More,spotify:track:6ic8OlLUNEATToEFU3xmaH,0.25,0.788,0.844,0.000678,0.0723,-3.131,0.0334,113.324,0.382,84,Britney Spears
3199,Blackout,2,2EvwLVrnYbCZEG6Kx5DCRy,Piece of Me,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,0.0902,0.769,0.638,0.0,0.0857,-5.054,0.216,115.007,0.782,70,Britney Spears
3200,Blackout,3,29Srmzqyig5Tg5EitFXsb8,Radar,spotify:track:29Srmzqyig5Tg5EitFXsb8,0.293,0.642,0.722,0.0,0.337,-4.845,0.167,127.959,0.513,62,Britney Spears
3201,Blackout,4,52K4Nl7eVNqUpUeJeWJlwT,Break the Ice,spotify:track:52K4Nl7eVNqUpUeJeWJlwT,0.689,0.712,0.911,8.02e-06,0.107,-3.866,0.0445,117.533,0.85,66,Britney Spears
3202,Blackout,5,2f0ZEAdZQBCRR9NAI6eE2d,Heaven On Earth,spotify:track:2f0ZEAdZQBCRR9NAI6eE2d,0.081,0.636,0.792,3.81e-05,0.099,-6.154,0.052,126.053,0.445,53,Britney Spears
3203,Blackout,6,0PGxTaUcMggyJxTyLy0uOx,Get Naked (I Got a Plan),spotify:track:0PGxTaUcMggyJxTyLy0uOx,0.0642,0.734,0.856,0.000475,0.0442,-4.592,0.056,115.027,0.67,58,Britney Spears
3204,Blackout,7,5X9tIJkTHxB19SK3FtnHT5,Freakshow,spotify:track:5X9tIJkTHxB19SK3FtnHT5,0.169,0.832,0.797,1.29e-05,0.0673,-4.193,0.0943,131.969,0.951,50,Britney Spears
3205,Blackout,8,4uSLxMqGSIuWeMSoLdoKq3,Toy Soldier,spotify:track:4uSLxMqGSIuWeMSoLdoKq3,0.00266,0.777,0.897,3.37e-05,0.0755,-5.183,0.0837,117.017,0.655,50,Britney Spears
3206,Blackout,9,6iqwOVXYuYQYCaQ0ljcans,Hot as Ice,spotify:track:6iqwOVXYuYQYCaQ0ljcans,0.0247,0.83,0.742,0.0,0.0488,-3.783,0.036,127.933,0.951,50,Britney Spears
3207,Blackout,10,68rqXl8LTdwEd2u0QMkWvi,Ooh Ooh Baby,spotify:track:68rqXl8LTdwEd2u0QMkWvi,0.186,0.824,0.687,0.0,0.102,-4.44,0.0371,127.998,0.717,51,Britney Spears
3208,Blackout,11,5wpRCQ0DnJOqgJCLS2pOKD,Perfect Lover,spotify:track:5wpRCQ0DnJOqgJCLS2pOKD,0.353,0.718,0.846,0.00039,0.102,-3.959,0.036,117.067,0.805,48,Britney Spears
3209,Blackout,12,05ysmI6jXcCYLNPCOu9vnQ,Why Should I Be Sad,spotify:track:05ysmI6jXcCYLNPCOu9vnQ,0.363,0.81,0.597,0.0,0.0708,-7.419,0.0998,120.017,0.931,46,Britney Spears
3210,Blackout,13,59Xb5YkZ1AFrMD19T6cKr8,Get Back,spotify:track:59Xb5YkZ1AFrMD19T6cKr8,0.344,0.768,0.9,8.28e-05,0.128,-4.196,0.0421,116.778,0.697,48,Britney Spears
3211,Blackout,14,49U9KU9X8sfm0CXEUjkbx4,Gimme More - Junkie XL Dub,spotify:track:49U9KU9X8sfm0CXEUjkbx4,0.0117,0.896,0.752,0.00102,0.0421,-6.042,0.27,120.02,0.709,39,Britney Spears
3212,Blackout,15,16S140u9imsl1CKu0bxvYh,Everybody,spotify:track:16S140u9imsl1CKu0bxvYh,0.169,0.786,0.799,0.0,0.278,-5.063,0.0383,117.998,0.921,44,Britney Spears
3213,In The Zone,1,7mS8RbJji2UZAaguRGsOCH,Me Against the Music (feat. Madonna) - LP Version / Video Mix,spotify:track:7mS8RbJji2UZAaguRGsOCH,0.32,0.804,0.836,0.0,0.213,-6.635,0.089,120.046,0.85,64,Britney Spears
3214,In The Zone,2,5epx5YtoMbV0GrL9qx9kVY,(I Got That) Boom Boom (feat. Ying Yang Twins),spotify:track:5epx5YtoMbV0GrL9qx9kVY,0.119,0.864,0.87,0.0,0.508,-2.77,0.147,109.987,0.837,56,Britney Spears
3215,In The Zone,3,0NkMVd3YtZXN5hsuSZUefO,Showdown,spotify:track:0NkMVd3YtZXN5hsuSZUefO,0.0501,0.835,0.762,0.0211,0.0254,-3.574,0.0706,95.004,0.84,48,Britney Spears
3216,In The Zone,4,1lK5iIMKifrxERzS3iimJH,Breathe on Me,spotify:track:1lK5iIMKifrxERzS3iimJH,0.00209,0.709,0.565,0.0125,0.0901,-6.395,0.0471,112.203,0.571,58,Britney Spears
3217,In The Zone,5,6BSfVPsVr6zYOXvHOUggfA,Early Mornin',spotify:track:6BSfVPsVr6zYOXvHOUggfA,0.014,0.719,0.67,0.0579,0.0968,-5.206,0.0829,94.965,0.678,45,Britney Spears
3218,In The Zone,6,6I9VzXrHxO9rA9A5euc8Ak,Toxic,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,143.04,0.924,86,Britney Spears
3219,In The Zone,7,2vPCRs3g0vdLU8sHlAEytO,Outrageous,spotify:track:2vPCRs3g0vdLU8sHlAEytO,0.0394,0.828,0.662,2.02e-05,0.191,-6.419,0.0461,105.014,0.847,57,Britney Spears
3220,In The Zone,8,1mRyi7vfCdLyQW4AeQKlnD,Touch of My Hand,spotify:track:1mRyi7vfCdLyQW4AeQKlnD,0.576,0.551,0.822,0.000176,0.135,-5.857,0.0559,100.005,0.412,48,Britney Spears
3221,In The Zone,9,4rl0xZYeGwqV43wh8qhQXX,The Hook Up,spotify:track:4rl0xZYeGwqV43wh8qhQXX,0.137,0.686,0.805,0.0,0.068,-3.094,0.0991,172.059,0.87,48,Britney Spears
3222,In The Zone,10,4XEQZ9OqZb6xLxKsFppO3K,Shadow,spotify:track:4XEQZ9OqZb6xLxKsFppO3K,0.0509,0.314,0.66,0.0,0.0928,-7.182,0.0439,141.121,0.239,43,Britney Spears
3223,In The Zone,11,1YTuMc934yzN1PKjSIaspV,Brave New Girl,spotify:track:1YTuMc934yzN1PKjSIaspV,0.0209,0.739,0.669,0.0,0.0863,-3.989,0.0384,133.028,0.857,44,Britney Spears
3224,In The Zone,12,0dRhSF9LV0HR8Jwd3MMMKJ,Everytime,spotify:track:0dRhSF9LV0HR8Jwd3MMMKJ,0.966,0.398,0.284,8.57e-05,0.116,-12.852,0.0337,109.599,0.114,68,Britney Spears
3225,In The Zone,13,2xV1M8wBD75UTsvTnE7pV3,Me Against the Music (feat. Madonna) - Rishi Rich's Desi Kulcha Remix,spotify:track:2xV1M8wBD75UTsvTnE7pV3,0.0253,0.789,0.925,0.0,0.158,-2.727,0.11,120.03,0.903,45,Britney Spears
3226,Britney (Digital Deluxe Version),1,6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,spotify:track:6ldwfK0yWgTAlmIfuQkTYN,0.415,0.847,0.843,0.000134,0.107,-3.579,0.106,110.027,0.963,74,Britney Spears
3227,Britney (Digital Deluxe Version),2,5p0KCAuu5nrHpTuAIhHdLw,Overprotected - Radio Edit,spotify:track:5p0KCAuu5nrHpTuAIhHdLw,0.0381,0.682,0.894,0.0,0.416,-1.73,0.0727,95.992,0.845,66,Britney Spears
3228,Britney (Digital Deluxe Version),3,6hlpPqTRqUZI2B4TCOycDf,Lonely,spotify:track:6hlpPqTRqUZI2B4TCOycDf,0.051,0.703,0.953,0.0054,0.0717,-0.674,0.256,194.035,0.845,48,Britney Spears
3229,Britney (Digital Deluxe Version),4,1xg1yGPy1Y3YUf44s6TB1o,"I'm Not a Girl, Not Yet a Woman",spotify:track:1xg1yGPy1Y3YUf44s6TB1o,0.579,0.534,0.543,0.0,0.112,-6.857,0.0245,78.996,0.418,63,Britney Spears
3230,Britney (Digital Deluxe Version),5,4rIz1mOBHqIo6Mk7DzuoPs,Boys,spotify:track:4rIz1mOBHqIo6Mk7DzuoPs,0.0245,0.9,0.693,0.00278,0.04,-3.989,0.0751,107.021,0.864,53,Britney Spears
3231,Britney (Digital Deluxe Version),6,6dKYAtGciLRm8uOD1LiSVf,Anticipating,spotify:track:6dKYAtGciLRm8uOD1LiSVf,0.0136,0.717,0.877,0.000814,0.0616,-4.266,0.0375,111.0,0.794,49,Britney Spears
3232,Britney (Digital Deluxe Version),7,29viePXNqWUw1cxqzOcuOD,I Love Rock 'N' Roll,spotify:track:29viePXNqWUw1cxqzOcuOD,0.000811,0.709,0.728,0.105,0.564,-1.643,0.185,180.107,0.572,62,Britney Spears
